Wall time,Step,Value
1674230172.196123,941,-11.630176544189453
1674230172.203553,942,-11.629358291625977
1674230172.235362,945,-11.626904487609863
1674230172.276886,949,-11.623635292053223
1674230172.305484,952,-11.621185302734375
1674230172.322887,954,-11.619552612304688
1674230172.33322,955,-11.618736267089844
1674230172.344905,956,-11.617919921875
1674230172.383231,960,-11.614657402038574
1674230172.401091,962,-11.613027572631836
1674230172.410471,963,-11.612212181091309
1674230172.416926,964,-11.611397743225098
1674230172.427331,965,-11.610583305358887
1674230172.447161,967,-11.608954429626465
1674230172.456287,968,-11.60814094543457
1674230172.495012,971,-11.60569953918457
1674230172.535393,976,-11.60163402557373
1674230172.552804,978,-11.600008964538574
1674230172.562487,979,-11.599196434020996
1674230172.579337,981,-11.597573280334473
1674230172.588841,982,-11.596760749816895
1674230172.623244,986,-11.593515396118164
1674230172.642501,988,-11.591894149780273
1674230172.649918,989,-11.591083526611328
1674230172.658904,990,-11.590272903442383
1674230172.677244,992,-11.588652610778809
1674230172.697565,994,-11.58703327178955
1674230172.705653,995,-11.586223602294922
1674230172.715157,996,-11.585413932800293
1674230172.733388,998,-11.583795547485352
1674230172.745256,999,-11.582986831665039
1674230172.76189,1001,-11.581369400024414
1674230172.768607,1002,-11.580560684204102
1674230172.781755,1003,-11.579752922058105
1674230172.79103,1004,-11.57894515991211
1674230172.80061,1005,-11.578136444091797
1674230172.810819,1006,-11.577329635620117
1674230172.856923,1011,-11.57329273223877
1674230172.873379,1013,-11.571680068969727
1674230172.896716,1015,-11.570067405700684
1674230172.905543,1016,-11.56926155090332
1674230172.915896,1017,-11.568455696105957
1674230172.963466,1022,-11.56442928314209
1674230173.001605,1026,-11.561210632324219
1674230173.01862,1028,-11.559602737426758
1674230173.029793,1029,-11.558798789978027
1674230173.084344,1035,-11.553979873657227
1674230173.096514,1036,-11.553177833557129
1674230173.104299,1037,-11.552375793457031
1674230173.114014,1038,-11.551572799682617
1674230173.122707,1039,-11.550771713256836
1674230173.159157,1043,-11.547565460205078
1674230173.176847,1045,-11.545963287353516
1674230173.184758,1046,-11.545162200927734
1674230173.244058,1052,-11.540361404418945
1674230173.251784,1053,-11.539562225341797
1674230173.281104,1056,-11.537164688110352
1674230173.306939,1058,-11.535567283630371
1674230173.318994,1059,-11.534768104553223
1674230173.332801,1060,-11.53396987915039
1674230173.359606,1062,-11.532374382019043
1674230173.399556,1065,-11.52998161315918
1674230173.412242,1066,-11.529184341430664
1674230173.424237,1067,-11.528387069702148
1674230173.452207,1069,-11.526793479919434
1674230173.466033,1070,-11.525997161865234
1674230173.480632,1071,-11.525200843811035
1674230173.495645,1072,-11.524404525756836
1674230173.508767,1073,-11.523609161376953
1674230173.520842,1074,-11.522812843322754
1674230173.561705,1077,-11.520426750183105
1674230173.57414,1078,-11.519632339477539
1674230173.594877,1080,-11.51804256439209
1674230173.609545,1081,-11.517248153686523
1674230173.620527,1082,-11.516453742980957
1674230173.652946,1085,-11.514071464538574
1674230173.663053,1086,-11.513278007507324
1674230173.669848,1087,-11.512484550476074
1674230173.710379,1091,-11.509312629699707
1674230173.718548,1092,-11.508520126342773
1674230173.730968,1093,-11.50772762298584
1674230173.779099,1098,-11.503768920898438
1674230173.800914,1100,-11.50218677520752
1674230173.820492,1102,-11.500605583190918
1674230173.832985,1103,-11.499814987182617
1674230173.84248,1104,-11.499024391174316
1674230173.873666,1107,-11.496654510498047
1674230173.886226,1108,-11.495864868164062
1674230173.897372,1109,-11.495076179504395
1674230173.905861,1110,-11.49428653717041
1674230173.916392,1111,-11.493497848510742
1674230173.924981,1112,-11.492709159851074
1674230173.935819,1113,-11.491920471191406
1674230173.946785,1114,-11.491131782531738
1674230173.966007,1116,-11.489555358886719
1674230173.997282,1119,-11.487192153930664
1674230174.016593,1121,-11.485617637634277
1674230174.026883,1122,-11.484830856323242
1674230174.056697,1125,-11.482470512390137
1674230174.0665,1126,-11.481684684753418
1674230174.085647,1128,-11.480112075805664
1674230174.096677,1129,-11.479327201843262
1674230174.107088,1130,-11.478541374206543
1674230174.116768,1131,-11.477755546569824
1674230174.125059,1132,-11.476970672607422
1674230174.14643,1134,-11.475400924682617
1674230174.157865,1135,-11.474616050720215
1674230174.167957,1136,-11.473832130432129
1674230174.200682,1139,-11.471479415893555
1674230174.229619,1142,-11.46912956237793
1674230174.262224,1145,-11.466780662536621
1674230174.273084,1146,-11.465997695922852
1674230174.294719,1148,-11.464433670043945
1674230174.303358,1149,-11.463651657104492
1674230174.314477,1150,-11.462869644165039
1674230174.323532,1151,-11.462087631225586
1674230174.334516,1152,-11.46130657196045
1674230174.346319,1153,-11.460525512695312
1674230174.367839,1155,-11.458963394165039
1674230174.4286,1160,-11.455061912536621
1674230174.457429,1162,-11.453502655029297
1674230174.493183,1164,-11.451943397521973
1674230174.518849,1166,-11.450386047363281
1674230174.535541,1167,-11.449606895446777
1674230174.6091,1173,-11.444939613342285
1674230174.619207,1174,-11.444162368774414
1674230174.642439,1176,-11.442607879638672
1674230174.655907,1177,-11.4418306350708
1674230174.669242,1178,-11.441054344177246
1674230174.718491,1182,-11.437950134277344
1674230174.74145,1184,-11.43639850616455
1674230174.768758,1186,-11.43484878540039
1674230174.794094,1188,-11.43329906463623
1674230174.813675,1189,-11.432523727416992
1674230174.829021,1190,-11.43174934387207
1674230174.877721,1193,-11.429428100585938
1674230174.894713,1194,-11.428654670715332
1674230174.910735,1195,-11.427881240844727
1674230174.94013,1197,-11.426334381103516
1674230174.962465,1198,-11.425561904907227
1674230175.009046,1201,-11.42324447631836
1674230175.027427,1202,-11.42247200012207
1674230175.075744,1205,-11.420156478881836
1674230175.092376,1206,-11.419384956359863
1674230175.11226,1207,-11.418614387512207
1674230175.143248,1209,-11.417072296142578
1674230175.21218,1213,-11.41399097442627
1674230175.227386,1214,-11.41322135925293
1674230175.241967,1215,-11.41245174407959
1674230175.277,1217,-11.41091251373291
1674230175.292701,1218,-11.41014289855957
1674230175.375787,1223,-11.40630054473877
1674230175.40806,1225,-11.404764175415039
1674230175.459764,1228,-11.402462005615234
1674230175.482737,1229,-11.401695251464844
1674230175.530142,1232,-11.399394989013672
1674230175.543936,1233,-11.398628234863281
1674230175.624881,1238,-11.39479923248291
1674230175.66129,1240,-11.393269538879395
1674230175.676974,1241,-11.392504692077637
1674230175.693663,1242,-11.391739845275879
1674230175.711761,1243,-11.390974998474121
1674230175.726858,1244,-11.39021110534668
1674230175.736979,1245,-11.389446258544922
1674230175.748472,1246,-11.38868236541748
1674230175.796343,1249,-11.386391639709473
1674230175.810715,1250,-11.385628700256348
1674230175.83153,1251,-11.384865760803223
1674230175.848923,1252,-11.384102821350098
1674230175.880938,1254,-11.382577896118164
1674230175.912241,1256,-11.38105297088623
1674230175.923899,1257,-11.380291938781738
1674230175.964837,1260,-11.378006935119629
1674230175.98096,1261,-11.377245903015137
1674230176.028397,1264,-11.37496280670166
1674230176.074242,1267,-11.372682571411133
1674230176.139522,1271,-11.369644165039062
1674230176.20359,1276,-11.365850448608398
1674230176.215035,1277,-11.365092277526855
1674230176.227352,1278,-11.364334106445312
1674230176.271965,1282,-11.361303329467773
1674230176.312586,1285,-11.35903263092041
1674230176.372254,1290,-11.35525131225586
1674230176.41058,1293,-11.352985382080078
1674230176.451815,1296,-11.350720405578613
1674230176.477929,1298,-11.349211692810059
1674230176.494026,1299,-11.348457336425781
1674230176.529666,1302,-11.346195220947266
1674230176.583221,1306,-11.343182563781738
1674230176.636109,1310,-11.34017276763916
1674230176.684549,1314,-11.337165832519531
1674230176.693879,1315,-11.336414337158203
1674230176.754621,1320,-11.332660675048828
1674230176.777122,1322,-11.331160545349121
1674230176.788792,1323,-11.330410957336426
1674230176.816471,1325,-11.328911781311035
1674230176.82981,1326,-11.32816219329834
1674230176.855596,1328,-11.326663970947266
1674230176.956476,1335,-11.321426391601562
1674230177.061352,1344,-11.314704895019531
1674230177.074055,1345,-11.313959121704102
1674230177.100544,1347,-11.312467575073242
1674230177.11383,1348,-11.311722755432129
1674230177.146912,1351,-11.309487342834473
1674230177.156276,1352,-11.30874252319336
1674230177.177144,1354,-11.30725383758545
1674230177.227141,1358,-11.304278373718262
1674230177.252386,1360,-11.302791595458984
1674230177.301227,1364,-11.299819946289062
1674230177.313282,1365,-11.299077987670898
1674230177.323879,1366,-11.298335075378418
1674230177.339539,1367,-11.297593116760254
1674230177.352373,1368,-11.29685115814209
1674230177.397523,1372,-11.293886184692383
1674230177.407014,1373,-11.293145179748535
1674230177.42931,1375,-11.29166316986084
1674230177.441196,1376,-11.290923118591309
1674230177.496869,1380,-11.287962913513184
1674230177.559005,1385,-11.284266471862793
1674230177.570879,1386,-11.283527374267578
1674230177.621557,1390,-11.280574798583984
1674230177.657985,1393,-11.278361320495605
1674230177.690998,1396,-11.27614974975586
1674230177.704318,1397,-11.275413513183594
1674230177.73464,1399,-11.273940086364746
1674230177.74795,1400,-11.27320384979248
1674230177.794901,1403,-11.27099609375
1674230177.829511,1405,-11.269524574279785
1674230177.964717,1413,-11.263647079467773
1674230178.012913,1416,-11.261445999145508
1674230178.029834,1417,-11.260712623596191
1674230178.057464,1419,-11.259245872497559
1674230178.079421,1421,-11.257781028747559
1674230178.090472,1422,-11.257047653198242
1674230178.194893,1431,-11.250462532043457
1674230178.204673,1432,-11.24973201751709
1674230178.253945,1436,-11.246809959411621
1674230178.273843,1438,-11.245349884033203
1674230178.28572,1439,-11.244620323181152
1674230178.295784,1440,-11.243890762329102
1674230178.306447,1441,-11.24316120147705
1674230178.340679,1444,-11.240974426269531
1674230178.363398,1446,-11.239517211914062
